Chapter,SubChapter,Question,Person,Answer
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,다 날라가버림
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㄹㄹㄹ,5년 근속하면 한 달 유급휴가 주는 회사도 있고..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,뭐라고할까,유급휴가ㅠㅠ 부러워요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,주변 지인들 회사다니는 애들 물어보면 다들 놀래요 엄청
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㅇ6,조직이나 팀 분위기는 좋은데 이런 복지가 아쉬워요..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,야근요정,리프레쉬 휴가 필요해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,휴가 환급/이월 안 되는 저이
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㅋㅋㅋㅋㅋ,유급 휴가 주세요!1
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,주4일제,휴식이 있어야 일을 할 수 있는 것 같아요. 몸을 돌볼 시간이 없어요.
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,HJ,안식년이 필요해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,제우스,"팀이나 사람의 문제보다는 업무량과 보상, 조직적 문제"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,야옹이는왈왈,직원 입장에서 조금이라도 만족할 수 있는 실질적인 복지제도가 필요할 것 같네요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,제우스,늘 고질적으로 나오는 이슈
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,팀장,지켜보고있다
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",진행자,"(13) 질문12. 우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",야옹이는왈왈,업무매니징 & 클라이언트 무리한 요구 차단(?)력
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",ㄹㄹㄹ,업무량 및 일정 조정..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",경기침체,타겟 매출이 낮아지면 팀장님들도 한숨 고르지 않을까요...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",10점만점에10점,일잘하는 사람한테 일 몰아주지 않기
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",주4일제,일정...ㅜㅜ
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",seaaa,동기부여..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",gg,책임감 ..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",ppppt,안됩니다 못합니다 라고 하는 용기?
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",경기침체,팀장님들이 제일 불쌍
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",감자,몇몇사람만 고생하지 않게 업무를 잘 분배하는것
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",야옹이는왈왈,근데 진짜 팀장님도 휴가 좀 가셨으면...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",피카츄,"팀원들의 의견을 위에 잘 전달하고, 팀원이 힘들어함녀 윗분들과의 소통의 중간역할을 잘 해주시는 것"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",제우스,팀장님도 힘드심...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",경기침체,팀장님 휴가도 못 가시고
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",뭐라고할까,"일정 조정, 업무 분배"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",ㄹㄹㄹ,팀장님들도 임원분들이랑 클라이언트 사이에 끼여서 지치시는 것 같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",yoyo,"업무 분배 및 팀원들 지키미(클라, 윗선으로부터)"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",코인물림,매니징이 가장 중요한 것 같아여
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",경기침체,팀장님들을 지켜주세여~~~~~
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",ㄹㄹㄹ,100점 팀장님은 아니지만 팀장님 퇴사하면 저도 퇴사 예정 ㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",주4일제,팀장님한테 바라는 것도 있지만 회사 차원에서 해결해야 줘야 하는 부분들도 있는 것 같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",도비,팀장님들은 잘못 없어요 타겟이 너무 높아서 그렇지
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",경기침체,제일 고생 많이하시는 분들이에여
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",제우스,팀장님도 사람인데
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",야옹이는왈왈,"윗급으로 올라갈수록 부여되는 책임도 많겠지만, 아무리봐도 너무 과중한 것 아닌가 싶을때가 있습니다"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",야근요정,팀장님한테 책임이 너무 과한 것 같습니다.....올해 하루도 못 쉬신것 같아요. 팀의 구조상 팀장님이 아프시거나 ....퇴사를 하시게된다면 남은 팀원은 고아가 되는거나 다름 없는데....회사에서 팀잔님들께 너무 과하게 타겟을 안주셨으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,"우리가 하는 일, 업무의 특성을 고려했을 때, 특히 더 필요한 팀장의 역량은 무엇일까?",진인사대천명,팀장님의 역량은 충분한 것 같습니다...ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,진행자,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,타겟 조정
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,대체휴가... 공식적으로 만들어 주셨으면 해요...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,합당한 보상 돈이건 대체 휴일이건
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,"팀장님들이 연차가 있다고 항상 있을 거라는 생각에 안주하지 않고 팀장의 복지를 더 챙겨주셨으면, 자연스럽게 낙수효과로 아래 팀원들도 웰빙해지지 않을까 생각이들어요"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뭐라고할까,"충분한 인력 지원, 터무니없이 높은 타겟 조정, 대체휴가나 잔여휴가 돈으로 주는 제도?"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,건강검진 휴일!!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,"적극적인 주 52시간 초과 방지, 대체휴가, 미소진 휴가 보상"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,피카츄,"일이 너무 계속 와서 휴가를 못쓰는 상황이니, 회사 차원에서 보상을 주거나, 휴가를 쓰도록 팀 내 시스템을 만들어줬으면 합니다"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,"과중한 업무와 타겟은 팀장님의 역량에서 벗어난 부분. 인력을 더 보충하거나, 남아서 고생하는 직원들 보상하거나, 휴가라도 많이 주거나, 재택을 늘려주거나."
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ppppt,"오늘 나오는 말이 대체로 같은 것 같아요 팀장님들 인간적으로 좋고, 노력 많이 하고 계시는데 타겟이 너무 높으니 다들 치이는 거 같아요"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,"팀장님 좋은 분인데, 저 연차에도 저렇게 매번 일에 치여서 피폐해지는 걸 보면"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,asdiiii,인력보충 시급
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,아 나도 여기서 오래 다니면 저렇게 되는 걸까... 하는 슬픈 생각이 들어요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,쉴 수 있는 텀에 그냥 편히 쉬게 해주면 좋을 것 같아요. 어자피 바쁠때 대체 휴가를 가버리면 다른 팀원은 또 고생하게 되니까요.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,1팀 1인턴 부탁드려요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,?,사무실 환경
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,10점만점에10점,연말 종무식 이후에 오피스를 좀 닫았으면...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,"대체휴가, 타겟조정"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,맞아요 1팀 1인턴 시급
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,yoyo,지금의 매출 타겟을 맞추기 위해서는 인력 보충이 시급합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,완전 공감... 팀장을 달고 싶은 마음이 하나도 없어져요 ㅋㅋㅋㅋ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,"인력 보충이 시급하지만, 아무런 인력이나 보충되는거는....안하는것 만 못한것 같아요. 퀄리티 있는 인력풀을 충분히 확보해 주세요"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,감자,리프레쉬휴가..
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,HJ,종무식 이후 오피스 클로즈 22
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,HJ,벌써 우울
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ppppt,팀장님이 팀원들 모든업무 매니징을 해주셔야 하는데 사실 본인 업무도 너무 많아보여요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,회사 회장실... 많이 구려요 ㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뭐라고할까,여자 화장실에 사람 너무 많아요ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,건물 책임이지만.. 세면대 구석에 곰팡이...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,여자 화장실 너무 멀어요 ㅋㅋㅋ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,"업계 및 회사 특성상 퇴사율이 높고 그만큼 인력보충을 한다 하지만, 새로 다다시 인계하고 가르치는게 생각보다 쉽지 않습니다. 기존에 있는 사람들이 만족하고 다닐 수 있도록 근본적인 부분부터 차근차근 고민해주시면 좋겠습니다."
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,처음입니다만,솔직히 의자 바꿔줘야한다고 생각해요...앉아 있는 시간이 많은데 지금 의자는 허리가 너무 아파요 ㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,zzz...,화장실 들어가는 입구....ㄷㄷㄷ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,seaaa,온수가 너무 빨리 끊겨요ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뭐라고할까,공청기가 있는데도 공기가 탁한 느낌
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,?,환기 부족
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,10점만점에10점,아 맞아
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,아 주차비 지원
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,의자 너무 불편해요....책상도 너무 작아요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,10점만점에10점,메쉬의자 골반이 아파요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,책상 너무 작아요 222
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,아아 노트북좀 바꿔주세요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,무빙데스크 좋을 것 같네여
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,?,휴게공간 부족...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,노트북 진짜 벽돌이라 너무 무겁습니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,희망자에 한해서 재택용 도킹 지원
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㅇ6,노트북 제발...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뭐라고할까,노트북 진짜 너무 느려요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,노트북 너무 무거워요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,재택 늘여주세요 ㅜㅜ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,피카츄,노트북..ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,충전기 없으면 1분 안에 꺼져요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,진짜 어깨 빠질거같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,배고프다,모니터들이 전부 화면 색상이나 밝기가 다 다른데 한번 다 교체되었으면..
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,seaaa,맞아요 재택용 기기 지원
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,싱크대... 구석에 하나라도...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,싱크대 2222
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,곰팡이 있는 화장실에서 설거지하기 싫어요 ㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,asdiiii,자리에서 통화 길게 안했으면..
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,노트북 무겁고 전용충전기 아니면 휴대하기도 좀 그렇더라구요...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,zzz...,통화하는 부스 따로 있었으면...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,재택용 듀얼모니터!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,띵크패드때매 어깨 비대칭 됏어요 ㅋㅋㅋ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,도킹이요!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,seaaa,도킹이랑 모니터 둘 다요!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,"가끔 클라이언트 통화가 길어져서 자리에서 오래 받는거는 괜찮은데, 돌아다니면서 통화 하시는 분들이나...자리에서 콜을 하시는 분들은.........다른 사람들 업무 집중하는데 방해되는것 같아요"
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,자리 뒤로 화장실 가지 마세요 ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,희망자에 한한 재택용 모니터+도킹지원. 하도 답답해서 사비로 도킹 사서 집에서 쓰고있는데 도킹 비싸요ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,10점만점에10점,근데... 업무시간에 이런거 진행하면 업무를 해야 해서 집중이 어려워요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,너무 좋은 시간이였습니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,이런 시간 정기적으로 있으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,처음입니다만,일 시켜놓고 친목활동 가지 마세요 ㅠ 기운빠져요 ㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,22
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,이런 시간 더 해주세요!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,Kicj,과도한 초과 근무에 대한 명확한 가이드라인
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,화요일 목요일ㅇ도 빵 주시면 안되나요?? 배고파요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,Kicj,(주 52시간 초과는 불법아닌가요....ㅠㅠ)
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,gg,22
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,오늘 얘기 했던 것은 어떤 식으로 반영되나요?
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,차라리 교육 세션 오프라인으로 해주세요.. 업무하면서 교육 듣기 너무 힘들어요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,10점만점에10점,야근요정님 멋져~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,seaaa,이런 시간 연구부서와 지원부서 나눠서 했으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,오늘 세션에 대한 조치사항이 어떻게 나올지 너무 기대되네요ㅎㅎ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,아 그리고 재택 2일 고정 -> 완전자율로 되면 좋겠습니다. 할수있으면 최대한 재택 보장해 줄 수 있는게 칸타만의 나름 장점이 될 수 있을 것 같습니다. 재택한다고 일 안하는건 아니니까요.
